ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
409,/kˌuɾˈɑɾ/,/kuɾˈɑɾ/,1,0.2,0.038461538461538464,5,5
410,/kˌɑˈol/,/kɑbˈɑʝo/,5,0.8333333333333334,1.8846153846153846,4,6
411,/kˌiˈeɾ/,/kɑˈeɾ/,1,0.25,0.19230769230769232,4,4
412,/kˌodˈɑɾjo/,/kɑld̪ˈeɾo/,5,0.7142857142857143,1.3076923076923077,7,7
413,/kˌuljˈelɑ/,/kɑʝˈexɑ/,4,0.6666666666666666,1.1153846153846154,7,6
414,/kˌɑlˈoɾ/,/kɑlˈoɾ/,1,0.2,0.038461538461538464,5,5
415,/kˌɑwsˈɑɾ/,/kɑn̪sˈɑɾ/,2,0.3333333333333333,0.38461538461538464,6,6
416,/kˌɑɲˈiθe̯jo/,/kɑɲˈiθo/,3,0.5,0.6538461538461539,8,6
417,/kˌɑn̪ˈediɑ/,/kɑn̪ˈeθɑ/,3,0.5,0.7307692307692307,7,6
418,/kˌɑbʎɑdˈuɾɑ/,/kɑbeʝɑd̪ˈuɾɑ/,4,0.4,0.7115384615384616,9,10
419,/kˌɑwdˈiʎo/,/kɑwd̪ˈiʝo/,3,0.42857142857142855,0.15384615384615385,7,7
420,/kˌɑwdˈɑl/,/kɑwd̪ˈɑl/,2,0.3333333333333333,0.07692307692307693,6,6
421,/kˌɑpˈiʎɑ/,/kɑpˈiʝɑ/,2,0.3333333333333333,0.11538461538461539,6,6
422,/kˌɑbɾˈɑɾjo/,/kɑbɾˈeɾo/,3,0.42857142857142855,0.7115384615384616,8,7
423,/kˌɑsjuˈelɑ/,/kɑxwˈelɑ/,4,0.5714285714285714,0.9038461538461539,8,7
424,/kˌɑt̪iˈɑɾ/,/kɑθˈɑɾ/,3,0.6,0.7692307692307693,6,5
425,/kˌɑt̪ˈɑɾ/,/kɑt̪ˈɑɾ/,1,0.2,0.038461538461538464,5,5
426,/kˌɑbˈeʎo/,/kɑbˈeʝo/,2,0.3333333333333333,0.11538461538461539,6,6
427,/kˌɑbˈest̪ɾo/,/kɑbˈest̪ɾo/,1,0.125,0.038461538461538464,8,8
428,/kˌɑbˈediɑ/,/kɑbˈeθɑ/,3,0.5,0.7307692307692307,7,6
429,/kˌɑbˈeldo/,/kɑbˈild̪o/,3,0.42857142857142855,0.11538461538461539,7,7
430,/kˌɑbˈɑɲɑ/,/kɑbˈɑɲɑ/,1,0.16666666666666666,0.038461538461538464,6,6
431,/kˌɑɾbˈon̪/,/kɑɾbˈon̪/,1,0.16666666666666666,0.038461538461538464,6,6
432,/kˌɑɾn̪ˈiθe̯iɑ/,/kɑɾn̪ˈiθɑ/,3,0.42857142857142855,0.6923076923076923,9,7
433,/kˌɑrɡˈɑɾ/,/kɑɾɡˈɑɾ/,2,0.3333333333333333,0.09615384615384616,6,6
434,/kˌɑsiˈɑɾjo/,/kesˈeɾo/,4,0.6666666666666666,1.4230769230769231,8,6
435,/kˌɑst̪ˈiʎo/,/kɑst̪ˈiʝo/,2,0.2857142857142857,0.11538461538461539,7,7
436,/kˌɑst̪ˈiθe̯jo/,/kɑst̪ˈiθo/,3,0.42857142857142855,0.6538461538461539,9,7
437,/kˌɑst̪ˈɑn̪iɑ/,/kɑst̪ˈɑɲɑ/,3,0.42857142857142855,0.7115384615384616,8,7
438,/kˌɑsˈɑɾjo/,/kɑsˈeɾo/,3,0.5,0.7115384615384616,7,6
439,/kˌɑn̪dˈɑd/,/kɑn̪d̪ˈɑd̪o/,4,0.5714285714285714,0.9038461538461539,6,7
440,/kˌɑdˈen̪ɑ/,/kɑd̪ˈen̪ɑ/,2,0.3333333333333333,0.07692307692307693,6,6
441,/kˌɑɾt̪ˈɑd/,/kɑɾid̪ˈɑd̪/,4,0.5714285714285714,0.8846153846153846,6,7
442,/kˌɑsiˈɑɾiɑ/,/kesˈeɾɑ/,4,0.6666666666666666,1.3846153846153846,8,6
443,/kʰˈɑɾt̪ɑ/,/kˈɑɾt̪ɑ/,1,0.2,0.038461538461538464,5,5
444,/lˈɑŋt͡ʃɑ/,/lˈɑn̪t͡ʃɑ/,1,0.2,0.17307692307692307,5,5
445,/ljˈet͡ʃo/,/lˈet͡ʃo/,1,0.25,0.38461538461538464,5,4
446,/lˈen̪d̪ɾde/,/ljˈen̪d̪ɾe/,2,0.2857142857142857,0.5384615384615384,7,7
447,/lˈin̪θjo/,/ljˈen̪θo/,3,0.5,0.8076923076923077,6,6
448,/ljˈebɾe/,/ljˈebɾe/,0,0.0,0.0,6,6
449,/ljˈebo/,/ʝˈebo/,2,0.5,0.6346153846153846,5,4
450,/lˈixje/,/lˈej/,3,1.0,0.9230769230769231,5,3
451,/lˈebɾo/,/lˈibɾo/,1,0.2,0.038461538461538464,5,5
452,/ljˈexɑ/,/lˈixɑ/,2,0.5,0.4230769230769231,5,4
453,/lˈiwwθo/,/lˈimpjo/,3,0.5,0.9038461538461539,6,6
454,/lˈiŋɡbɑ/,/lˈen̪ɡwɑ/,3,0.5,0.5192307692307693,6,6
455,/lˈed̪ɾɑ/,/lˈet̪ɾɑ/,1,0.2,0.038461538461538464,5,5
456,/lˈeɲo/,/lˈeɲo/,0,0.0,0.0,4,4
457,/lˈeɲɑ/,/lˈeɲɑ/,0,0.0,0.0,4,4
